"","Cancer","Stroma","Ductal"
"5x17",0.919159159742763,0.00589255116769631,0.0749482890895405
"5x18",0.34836600167893,0.38838108553456,0.26325291278651
"5x19",0.703304482827169,0.165041688845474,0.131653828327358
"5x20",0.810078753608555,0.116544230332914,0.0733770160585316
"5x21",0.722664594160641,0.146814305238721,0.130521100600638
"5x22",0.548429842180489,0.343815751542101,0.107754406277409
"5x23",0.562500865800292,0.376695637404646,0.0608034967950621
"5x24",0.437591719176687,0.481041600397185,0.0813666804261278
"5x25",0.344526686635766,0.524006138912288,0.131467174451946
"5x26",0.449583396042653,0.462176852270425,0.0882397516869222
"5x27",0.485989322166849,0.22937227133959,0.284638406493561
"5x28",0.392486575992416,0.585042994705648,0.0224704293019359
"5x29",0.355187214191901,0.617203392541152,0.0276093932669472
"5x30",0.478434165993385,0.505196080695271,0.0163697533113436
"5x31",0.326252948972285,0.524369999453255,0.14937705157446
"5x32",0.354756244198855,0.38583191750493,0.259411838296216
"5x33",0.360458575882377,0.36329656069395,0.276244863423672
"5x34",0.172001116310371,0.634565775164691,0.193433108524938
"5x35",0.18398179145517,0.702483654946829,0.113534553598002
"5x36",0.324065179919505,0.491690374286506,0.184244445793989
"5x37",0.17009430668297,0.684625499794977,0.145280193522052
"5x38",0.28529879731248,0.488026825277357,0.226674377410163
"5x39",0.219339182440534,0.457018599201869,0.323642218357597
"5x40",0.404006671600417,0.506688806850245,0.089304521549338
"5x41",0.385251459060921,0.559203867998338,0.0555446729407408
"5x42",0.0192607595377052,0.602305082213047,0.378434158249248
"5x43",0.177631392048711,0.637352914339543,0.185015693611746
"5x44",0.215793756283824,0.58206617452546,0.202140069190716
"5x45",0.259881165851419,0.42728001979442,0.312838814354161
"5x46",0.306534370743235,0.389282922428542,0.304182706828223
"5x47",0.40346170764866,0.430467719497018,0.166070572854322
"5x48",0.384796930552848,0.50732018302005,0.107882886427103
"5x49",0.370818730005791,0.325105727029937,0.304075542964271
"6x0",0.750288294244034,0.0765884691586402,0.173123236597326
"6x1",0.709709579807444,0.201217704739459,0.0890727154530968
