,Cancer,Ductal,Macrophages,Mast,Monocytes,mDCs
3x24,0.28237614,0.42500627,0.02831995,0.00019555006,0.011123756,0.25297835
3x25,0.22095254,0.34435755,0.010787854,0.08102652,0.0015814892,0.34129405
3x26,0.2745077,0.38033545,0.011023295,0.00017325877,0.0021419954,0.3318183
3x27,0.36622742,0.3879504,0.06273397,0.05033831,0.055062626,0.0776872
3x28,0.25015336,0.57093954,0.023045005,0.00016134523,0.0033258996,0.15237477
3x29,0.36728358,0.31838414,0.011765142,0.0002633157,0.011168309,0.2911355
3x30,0.26349872,0.32092986,0.0365221,0.00023685303,0.004938653,0.37387383
3x31,0.25610512,0.31196943,0.055280752,0.00022923002,0.00602963,0.37038577
3x32,0.30321005,0.43087485,0.019961663,0.00021446319,0.008411149,0.23732775
3x33,0.3451199,0.18257375,0.046759043,0.00034021214,0.011485653,0.41372144
3x34,0.20189515,0.26976007,0.044111963,0.00026992057,0.048891827,0.43507114
3x35,0.16674793,0.3588058,0.034662157,0.07538838,0.06460633,0.29978943
3x36,0.34412593,0.3447678,0.04735168,0.033388652,0.028501539,0.20186439
3x37,0.19402577,0.38261604,0.039734222,0.049822245,0.0027308594,0.33107084
3x38,0.28965527,0.36259913,0.073548935,0.00029416586,0.014962382,0.25894016
3x39,0.14879754,0.33879703,0.04798793,0.10303836,0.008627663,0.3527514
3x40,0.18798326,0.25684726,0.09559479,0.07538816,0.005429921,0.37875655
3x41,0.1233875,0.4313522,0.038217027,0.0002850119,0.0020345624,0.4047237
3x42,0.26785907,0.37635577,0.08390572,0.00014699252,0.0033566214,0.2683759
3x43,0.20705459,0.3191888,0.03436574,0.08057772,0.010877976,0.34793517
3x44,0.26863554,0.50214654,0.02897124,0.0002226745,0.07378,0.126244
3x45,0.36656168,0.33480635,0.03106604,0.00023524335,0.082389235,0.18494144
3x46,0.2614797,0.35116065,0.019187765,0.08756928,0.033526093,0.2470766
3x47,0.26146752,0.45641264,0.057412077,0.047907814,0.032485224,0.14431469
3x48,0.37340882,0.3911122,0.014035341,0.0002285351,0.08625415,0.13496093
3x49,0.22721401,0.43039015,0.02649756,0.00029326108,0.01957406,0.29603088
4x0,0.46314868,0.5337474,0.0010660688,0.00017883908,0.000428897,0.001430061
4x1,0.46059063,0.37064376,0.0019137752,0.00023412093,0.0006576517,0.16596001
4x2,0.44697586,0.44393575,0.011935037,0.00015088514,0.0006771397,0.096325316
4x3,0.5699776,0.4275431,0.0011655955,0.0001792249,0.00035101012,0.000783514
4x4,0.55028903,0.44852313,0.00022381335,6.71391e-05,0.00017041205,0.0007264331
4x5,0.55595136,0.4391295,0.0025249608,0.000119352946,0.0006000171,0.0016748416
4x6,0.5324536,0.46612003,0.0006030196,8.581971e-05,0.00024306714,0.0004944704
4x7,0.54113793,0.45653838,0.0011961767,0.00012823622,0.00026412224,0.0007351111
4x8,0.5802199,0.41856122,0.0004932968,0.00011097395,0.00020893046,0.00040574078
4x9,0.5085085,0.49023753,0.0003813556,9.9595374e-05,0.0001992833,0.0005737788
4x10,0.4968341,0.5013003,0.00081442465,0.00012694244,0.0002990719,0.0006251579
4x11,0.5534987,0.4456767,0.00031463974,6.994594e-05,0.00012164457,0.00031835696
4x12,0.4524314,0.5457433,0.000862512,9.2448354e-05,0.00016262515,0.0007077282
4x13,0.5892838,0.40661934,0.0022299287,0.00017327677,0.0005221888,0.0011714151
4x14,0.5080623,0.48905233,0.00093606865,0.00011290151,0.00061682175,0.0012195641
4x15,0.48026925,0.51713324,0.001088701,0.00012197972,0.00038616196,0.0010006658
4x16,0.5359009,0.46265757,0.0004911194,7.9586374e-05,0.00028193335,0.0005889508
4x17,0.58652395,0.3533065,0.020605791,0.00011367454,0.038172424,0.0012777261
4x18,0.4394724,0.46328047,0.0011091507,0.00010831167,0.03817361,0.057856105
4x19,0.4467173,0.37901995,0.004497217,0.00030412668,0.0052787643,0.16418266
4x20,0.518,0.46426022,0.00807923,6.323385e-05,0.00863005,0.0009671607
4x21,0.4921984,0.34593877,0.03102995,0.0002856308,0.011966769,0.118580416
4x22,0.36297676,0.52818686,0.0063893674,0.00018755191,0.00094574713,0.10131378
4x23,0.2846333,0.43662956,0.0038976802,0.00020328873,0.0013109462,0.2733252
4x24,0.28346062,0.48046565,0.0033672655,0.07284012,0.001411923,0.15845445
4x25,0.34781834,0.46515235,0.010898618,0.00012009605,0.012579963,0.16343059
4x26,0.25907648,0.31198522,0.010154212,0.00042102428,0.013983851,0.40437916
4x27,0.38812706,0.35016128,0.015608279,0.020789934,0.026479842,0.19883353
4x28,0.19841105,0.4764122,0.023727737,0.042154137,0.0021126003,0.2571822
4x29,0.16845676,0.27596852,0.03492017,0.00021280124,0.0029931152,0.51744866
4x30,0.2573635,0.3657216,0.03188436,0.064164095,0.052112788,0.22875369
4x31,0.1310817,0.5572289,0.033457838,0.00020711188,0.001135856,0.27688855
4x32,0.28294328,0.258797,0.035616472,0.00022090523,0.0717101,0.35071215
4x33,0.33845642,0.30456316,0.048000254,0.06324789,0.005786979,0.2399453
4x34,0.2644479,0.3480157,0.012694152,0.00021230358,0.008403437,0.36622655
4x35,0.26895323,0.37904614,0.014179794,0.00024725392,0.009227459,0.32834613
4x36,0.24256428,0.2381176,0.09840933,0.00037539063,0.010865857,0.4096674
4x37,0.34653342,0.20310652,0.04731934,0.10460419,0.033651233,0.26478526
