"","Ductal","Cancer","Stroma","coordX","coordY"
"1x34",0.221766695873353,0.310118669430372,0.468114634696275,1,34
"1x35",0.206620156808985,0.274212659102543,0.519167184088472,1,35
"1x36",0.226008591059193,0.354325806997571,0.419665601943236,1,36
"1x37",0.256956323795504,0.240786401660509,0.502257274543987,1,37
"1x38",0.209294553884993,0.305698588828376,0.485006857286631,1,38
"1x39",0.169175259362302,0.431298910621541,0.399525830016157,1,39
"1x40",0.130096946191904,0.264982974833551,0.604920078974544,1,40
"1x41",0.133532176066093,0.306947641446546,0.55952018248736,1,41
"1x42",0.237141329598647,0.289080481522779,0.473778188878574,1,42
"1x43",0.128993215161638,0.234980568284639,0.636026216553723,1,43
"1x44",0.209590468486347,0.223032773851119,0.567376757662534,1,44
"1x45",0.152148175456564,0.329202813297169,0.518649011246267,1,45
"1x46",0.210312457757953,0.362871885484581,0.426815656757466,1,46
"1x47",0.198581881930597,0.258021892910023,0.54339622515938,1,47
"1x48",0.363519002551221,0.313173499215063,0.323307498233716,1,48
"1x49",0.172422518708722,0.389094521066,0.438482960225278,1,49
"2x0",0.114646114262527,0.7168565389984,0.168497346739073,2,0
"2x1",0.154911604813517,0.604220716136227,0.240867679050256,2,1
"2x2",0.191512502872962,0.641929597395433,0.166557899731604,2,2
"2x3",0.173452754089853,0.706862797115488,0.119684448794659,2,3
"2x4",0.270824431282948,0.577303343669942,0.15187222504711,2,4
"2x5",0.177882028527992,0.561681489590065,0.260436481881943,2,5
"2x6",0.207849387320484,0.669482602423069,0.122668010256446,2,6
"2x7",0.16343052692885,0.73047170045257,0.10609777261858,2,7
"2x8",0.148656914218583,0.696866799639972,0.154476286141445,2,8
"2x9",0.14007899076119,0.741844960161587,0.118076049077224,2,9
"2x10",0.177318370220479,0.685338243492889,0.137343386286632,2,10
"2x11",0.176218754857154,0.692515783283985,0.131265461858861,2,11
"2x12",0.111890853375068,0.759791872187245,0.128317274437686,2,12
"2x13",0.154846803816291,0.717656102011572,0.127497094172137,2,13
"2x14",0.171565952399462,0.690303766961204,0.138130280639334,2,14
"2x15",0.171306747892628,0.693010763889896,0.135682488217475,2,15
"2x16",0.104668844383382,0.558776975034604,0.336554180582014,2,16
"2x17",0.133420586208317,0.645474282219311,0.221105131572372,2,17
"2x18",0.0904003235521831,0.569880640549683,0.339719035898134,2,18
"2x19",0.263830410610135,0.473806569222315,0.26236302016755,2,19
"2x20",0.129538695447705,0.600443339161627,0.270017965390668,2,20
"2x21",0.208648346408956,0.445795367821571,0.345556285769473,2,21
"2x22",0.240615034536454,0.515891730907462,0.243493234556084,2,22
"2x23",0.193549244761293,0.434186538452451,0.372264216786256,2,23
"2x24",0.160331625057603,0.507000185184418,0.332668189757979,2,24
"2x25",0.150669657725316,0.491722084947688,0.357608257326996,2,25
"2x26",0.213704288066192,0.454289612003008,0.332006099930799,2,26
"2x27",0.115547932542828,0.444662273053397,0.439789794403775,2,27
"2x28",0.149330955011651,0.246268518893301,0.604400526095047,2,28
"2x29",0.251939826899007,0.401668778295089,0.346391394805904,2,29
"2x30",0.263947321641881,0.367919553191246,0.368133125166873,2,30
"2x31",0.168506653039341,0.31197919221822,0.519514154742439,2,31
"2x32",0.29548299598029,0.299207452934059,0.405309551085652,2,32
"2x33",0.173472948211253,0.342699488868182,0.483827562920565,2,33
"2x34",0.21514351131271,0.392542781256886,0.392313707430404,2,34
"2x35",0.190558073082289,0.472893865024901,0.336548061892811,2,35
"2x36",0.104981544079676,0.308775138673737,0.586243317246586,2,36
"2x37",0.379752963949877,0.292556407589657,0.327690628460466,2,37
"2x38",0.19154559324501,0.245431639135368,0.563022767619622,2,38
"2x39",0.325253294119538,0.250859128261211,0.423887577619251,2,39
"2x40",0.204737950986794,0.257549446172142,0.537712602841064,2,40
"2x41",0.322328871686335,0.249982458067812,0.427688670245852,2,41
"2x42",0.237111041480038,0.293070354208462,0.469818604311501,2,42
"2x43",0.189248115178396,0.218642940071408,0.592108944750196,2,43
"2x44",0.352702536773133,0.220023502547556,0.42727396067931,2,44
"2x45",0.270069948003183,0.281530240796215,0.448399811200602,2,45
"2x46",0.175499750167095,0.201763375484595,0.62273687434831,2,46
"2x47",0.166404695438288,0.177324699792382,0.65627060476933,2,47
"2x48",0.251706237459506,0.260228955360593,0.4880648071799,2,48
"2x49",0.30577650945604,0.253821615699057,0.440401874844903,2,49
"3x0",0.15657907812571,0.625841069058158,0.217579852816133,3,0
"3x1",0.265013378070677,0.642206412745374,0.0927802091839491,3,1
"3x2",0.145928153717115,0.723368370117602,0.130703476165283,3,2
"3x3",0.245274278136966,0.637598332561164,0.117127389301869,3,3
"3x4",0.176629999903625,0.691983228709285,0.13138677138709,3,4
"3x5",0.173003163110501,0.6966139700415,0.130382866848,3,5
"3x6",0.144545712258676,0.713268191464367,0.142186096276956,3,6
"3x7",0.145312580763568,0.719596302800684,0.135091116435747,3,7
"3x8",0.134861053597327,0.716591978165432,0.148546968237242,3,8
"3x9",0.244038898673935,0.633248601434207,0.122712499891858,3,9
"3x10",0.184114845420418,0.694906074400052,0.12097908017953,3,10
"3x11",0.127500940830429,0.737208750938916,0.135290308230654,3,11
"3x12",0.180360921809008,0.674443273153358,0.145195805037634,3,12
"3x13",0.214456663035794,0.668607736896987,0.116935600067219,3,13
"3x14",0.145054918828765,0.733865456792374,0.121079624378861,3,14
"3x15",0.186130070729828,0.689218026116546,0.124651903153626,3,15
"3x16",0.15857002392871,0.626527467995936,0.214902508075354,3,16
"3x17",0.137554677645226,0.745116404084714,0.11732891827006,3,17
"3x18",0.17024430268006,0.644425539697085,0.185330157622855,3,18
"3x19",0.195958844015275,0.6093422935878,0.194698862396925,3,19
"3x20",0.137320357541294,0.527452294350726,0.33522734810798,3,20
"3x21",0.215914567016053,0.357650840299374,0.426434592684572,3,21
"3x22",0.0908805604902644,0.615472629310441,0.293646810199294,3,22
"3x23",0.16742279138371,0.559401945147242,0.273175263469048,3,23
"3x24",0.151231081193244,0.432012613076572,0.416756305730184,3,24
"3x25",0.195355976239446,0.297462118436739,0.507181905323815,3,25
"3x26",0.174274463937477,0.379200135173689,0.446525400888834,3,26
"3x27",0.209009478696539,0.420666871842476,0.370323649460985,3,27
"3x28",0.302260345869984,0.371360484954751,0.326379169175265,3,28
"3x29",0.153196805581914,0.427153657222085,0.419649537196001,3,29
"3x30",0.182300657288626,0.290374117025252,0.527325225686121,3,30
"3x31",0.137294837260122,0.321015137388221,0.541690025351657,3,31
"3x32",0.182432085239143,0.421230823012156,0.396337091748701,3,32
"3x33",0.106516606188912,0.326130817109299,0.56735257670179,3,33
"3x34",0.154094652434812,0.218811863308732,0.627093484256456,3,34
"3x35",0.226226336860891,0.193531718979798,0.580241944159311,3,35
"3x36",0.230582856820826,0.33031623311174,0.439100910067434,3,36
"3x37",0.204900368060889,0.262191517930368,0.532908114008743,3,37
"3x38",0.233466581561719,0.328091165487398,0.438442252950883,3,38
"3x39",0.147761277716584,0.262556062805252,0.589682659478164,3,39
"3x40",0.220025869944304,0.149114349634652,0.630859780421045,3,40
"3x41",0.202511778681344,0.256195242193571,0.541292979125085,3,41
"3x42",0.235283110834078,0.269176258755065,0.495540630410857,3,42
"3x43",0.188154727394151,0.23475552830781,0.577089744298039,3,43
"3x44",0.216479752624759,0.409450568650911,0.37406967872433,3,44
"3x45",0.248646083633639,0.330373882717785,0.420980033648576,3,45
"3x46",0.145818981901901,0.379916876367322,0.474264141730777,3,46
"3x47",0.292067821653864,0.262247187082077,0.445684991264059,3,47
"3x48",0.20029411330768,0.455287808558944,0.344418078133376,3,48
"3x49",0.26848845884428,0.25713171337749,0.47437982777823,3,49
"4x0",0.238431484779754,0.616340344357371,0.145228170862875,4,0
"4x1",0.133208903500147,0.561357289276959,0.305433807222894,4,1
"4x2",0.193733134332418,0.592637784384538,0.213629081283044,4,2
"4x3",0.183912167035128,0.685795955573994,0.130291877390878,4,3
"4x4",0.176689334930328,0.733975846574703,0.0893348184949686,4,4
"4x5",0.127364342544767,0.738767574941928,0.133868082513306,4,5
"4x6",0.15189699676449,0.732327278809083,0.115775724426427,4,6
"4x7",0.140634505821159,0.744133581095127,0.115231913083715,4,7
"4x8",0.163640158708614,0.739719475911644,0.0966403653797424,4,8
"4x9",0.18950155359598,0.6829368209323,0.127561625471719,4,9
"4x10",0.140534125632943,0.733648788720605,0.125817085646452,4,10
"4x11",0.207524069469844,0.669979735490261,0.122496195039894,4,11
"4x12",0.177755886788323,0.696557455635849,0.125686657575829,4,12
"4x13",0.126272482453536,0.75696819917623,0.116759318370234,4,13
"4x14",0.168078794319813,0.678096080793887,0.1538251248863,4,14
"4x15",0.149054659885118,0.717868569414778,0.133076770700104,4,15
"4x16",0.152091608438789,0.731892926057487,0.116015465503724,4,16
"4x17",0.154827302135645,0.659529739006492,0.185642958857863,4,17
"4x18",0.103873918618902,0.663252822252123,0.232873259128975,4,18
"4x19",0.185381263830957,0.52050428465585,0.294114451513194,4,19
"4x20",0.205173419407302,0.649878778723173,0.144947801869525,4,20
"4x21",0.161095244397025,0.576449637025237,0.262455118577738,4,21
"4x22",0.261085485604979,0.505575098845,0.233339415550022,4,22
"4x23",0.192462131672466,0.42790536020339,0.379632508124144,4,23
"4x24",0.166635582944579,0.464974932277645,0.368389484777776,4,24
"4x25",0.233724339916446,0.429541214668494,0.33673444541506,4,25
"4x26",0.0917056790642283,0.377859734063123,0.530434586872649,4,26
"4x27",0.206189466427807,0.400909289284511,0.392901244287682,4,27
"4x28",0.197291305572839,0.367289692157197,0.435419002269963,4,28
"4x29",0.132832004304091,0.267202459046203,0.599965536649706,4,29
"4x30",0.15209992138743,0.375186250043944,0.472713828568626,4,30
"4x31",0.384424330562565,0.16545657474834,0.450119094689094,4,31
"4x32",0.197351003270852,0.236124087344885,0.566524909384264,4,32
"4x33",0.178360007488558,0.364811876699866,0.456828115811576,4,33
"4x34",0.208308846501299,0.281717766703397,0.509973386795304,4,34
"4x35",0.194789708457643,0.324318981771589,0.480891309770768,4,35
"4x36",0.142811099308723,0.274711120579104,0.582477780112173,4,36
"4x37",0.150177792624332,0.308604399274401,0.541217808101268,4,37
"4x38",0.325541277324623,0.349970186616381,0.324488536058996,4,38
"4x39",0.310948857877232,0.248687957734671,0.440363184388097,4,39
"4x40",0.10433411594999,0.250962788359716,0.644703095690294,4,40
"4x41",0.256623108176661,0.26585410391979,0.477522787903549,4,41
"4x42",0.200056952419105,0.263427897781866,0.536515149799029,4,42
"4x43",0.137572269587604,0.383826924489715,0.478600805922681,4,43
"4x44",0.16105348775888,0.172715522223766,0.666230990017353,4,44
"4x45",0.265822098888168,0.302937009848349,0.431240891263483,4,45
"4x46",0.249944677841522,0.269281763318109,0.480773558840369,4,46
"4x47",0.212822854002229,0.287297183886034,0.499879962111738,4,47
"4x48",0.21916553420093,0.21660288548894,0.56423158031013,4,48
"4x49",0.289651346214257,0.256912798594194,0.453435855191548,4,49
"5x0",0.257578915064214,0.501230104817571,0.241190980118215,5,0
"5x1",0.149807920728174,0.567063319720096,0.28312875955173,5,1
"5x2",0.143018739366412,0.723863743203918,0.13311751742967,5,2
"5x3",0.167472630522494,0.70763966395734,0.124887705520166,5,3
"5x4",0.231523454968829,0.634056987597601,0.13441955743357,5,4
"5x5",0.111853588456437,0.752644793806823,0.13550161773674,5,5
"5x6",0.0994465738423844,0.743091406079057,0.157462020078558,5,6
"5x7",0.157114527956801,0.712897103803891,0.129988368239308,5,7
"5x8",0.197097885703608,0.675423727749537,0.127478386546855,5,8
"5x9",0.167177717275415,0.702078028766356,0.13074425395823,5,9
"5x10",0.187269846519827,0.677471331852531,0.135258821627642,5,10
"5x11",0.167812106815861,0.709552724919509,0.12263516826463,5,11
"5x12",0.164465861879945,0.730991164823204,0.104542973296851,5,12
"5x13",0.17396798650319,0.690093785102331,0.135938228394479,5,13
"5x14",0.174940975450362,0.704241689017027,0.120817335532611,5,14
"5x15",0.155141448517351,0.687942707623217,0.156915843859432,5,15
"5x16",0.153726863018695,0.733855012155088,0.112418124826217,5,16
"5x17",0.179133504483594,0.697111024740256,0.12375547077615,5,17
"5x18",0.266849390952326,0.438199070242754,0.294951538804921,5,18
"5x19",0.196424856222264,0.555188717482667,0.248386426295069,5,19
"5x20",0.185395360045729,0.574569009289426,0.240035630664845,5,20
"5x21",0.222068054163385,0.513851279818754,0.264080666017861,5,21
"5x22",0.183820215977657,0.413381078829642,0.402798705192701,5,22
"5x23",0.150875929633613,0.399844034847303,0.449280035519084,5,23
"5x24",0.141003055348812,0.387384863878996,0.471612080772192,5,24
"5x25",0.128486757343344,0.35244418036343,0.519069062293226,5,25
"5x26",0.164970679878498,0.384043557032408,0.450985763089093,5,26
"5x27",0.229109796835382,0.401127296635558,0.36976290652906,5,27
"5x28",0.0875693744654489,0.291781395837693,0.620649229696858,5,28
"5x29",0.124710468005656,0.306723097648138,0.568566434346206,5,29
"5x30",0.138130578534332,0.384059432415381,0.477809989050286,5,30
"5x31",0.158386431450513,0.294578630324447,0.54703493822504,5,31
"5x32",0.281141335842834,0.3435120420618,0.375346622095366,5,32
"5x33",0.222177707102533,0.327743935650438,0.450078357247029,5,33
"5x34",0.174579325760094,0.196028428103728,0.629392246136178,5,34
"5x35",0.17835900326726,0.234298932131721,0.58734206460102,5,35
"5x36",0.216143156388355,0.320919455016888,0.462937388594757,5,36
"5x37",0.108144721164491,0.277152864782587,0.614702414052922,5,37
"5x38",0.228012833546629,0.260429396672148,0.511557769781224,5,38
"5x39",0.219956653192029,0.289267504854001,0.49077584195397,5,39
"5x40",0.143353457048565,0.347270234640859,0.509376308310576,5,40
"5x41",0.134071940256799,0.303987216441678,0.561940843301523,5,41
"5x42",0.226546941968178,0.109425363154755,0.664027694877067,5,42
"5x43",0.187167934541945,0.194486914680529,0.618345150777526,5,43
"5x44",0.188661597896385,0.286519897277587,0.524818504826028,5,44
"5x45",0.234143123462409,0.280860577245127,0.484996299292464,5,45
"5x46",0.269431804569653,0.297604910704797,0.43296328472555,5,46
"5x47",0.207049583585911,0.301829726115056,0.491120690299033,5,47
"5x48",0.184176370453259,0.322262697240361,0.49356093230638,5,48
"5x49",0.320869997059315,0.358039583421946,0.321090419518739,5,49
"6x0",0.18791597016888,0.609713432728371,0.202370597102749,6,0
"6x1",0.153287443525895,0.597627082817653,0.249085473656452,6,1
"6x2",0.174061646167042,0.707154595954331,0.118783757878627,6,2
"6x3",0.167292460396812,0.705642332111928,0.12706520749126,6,3
"6x4",0.156000304435004,0.715437732619384,0.128561962945612,6,4
"6x5",0.152574627544943,0.721454419221938,0.12597095323312,6,5
"6x6",0.104701868553684,0.746000033153985,0.14929809829233,6,6
"6x7",0.23774492080284,0.628414633644283,0.133840445552877,6,7
"6x8",0.187121039936768,0.693090214949628,0.119788745113604,6,8
"6x9",0.167572726858696,0.686983104846163,0.145444168295141,6,9
"6x10",0.14029536720757,0.727844810284592,0.131859822507837,6,10
"6x11",0.149762533077653,0.708088982841789,0.142148484080558,6,11
"6x12",0.139344305921791,0.707366865481506,0.153288828596703,6,12
"6x13",0.172837732647268,0.716047082999389,0.111115184353343,6,13
"6x14",0.177398286530235,0.701086428891998,0.121515284577767,6,14
"6x15",0.0869966215679039,0.773014530273572,0.139988848158524,6,15
"6x16",0.11356558057198,0.755965406605272,0.130469012822748,6,16
"6x17",0.152401401837614,0.719884047144639,0.127714551017747,6,17
"6x18",0.211341234245993,0.656787367417897,0.13187139833611,6,18
"6x19",0.177829592910145,0.685195522095961,0.136974884993894,6,19
"6x20",0.234463271890446,0.623815336370248,0.141721391739307,6,20
"6x21",0.163741379006531,0.597119509144282,0.239139111849187,6,21
"6x22",0.0938688052050161,0.615043982209305,0.291087212585679,6,22
"6x23",0.0954466131047245,0.406048254415801,0.498505132479475,6,23
"6x24",0.241965099622915,0.437671484255903,0.320363416121182,6,24
"6x25",0.237882375964038,0.343851349531621,0.41826627450434,6,25
"6x26",0.153315190701528,0.321765686417086,0.524919122881386,6,26
"6x27",0.193674786720102,0.314475000445606,0.491850212834292,6,27
"6x28",0.198397380253621,0.359716846297504,0.441885773448874,6,28
"6x29",0.248844649374152,0.338299036415743,0.412856314210105,6,29
"6x30",0.172308249846997,0.330264991246213,0.49742675890679,6,30
"6x31",0.136639573177646,0.399655584032867,0.463704842789487,6,31
"6x32",0.169585795329321,0.116465054296796,0.713949150373883,6,32
"6x33",0.187124220350251,0.219456829274522,0.593418950375228,6,33
"6x34",0.167102010322161,0.210498469482892,0.622399520194947,6,34
"6x35",0.246512610172034,0.298295151205182,0.455192238622785,6,35
"6x36",0.115523910796978,0.327689483594853,0.556786605608169,6,36
"6x37",0.275895085555834,0.258094018984498,0.466010895459668,6,37
"6x38",0.218512200404275,0.31017145853769,0.471316341058035,6,38
"6x39",0.152254162759811,0.453709633286823,0.394036203953366,6,39
"6x40",0.183492989333772,0.242684292331398,0.573822718334829,6,40
"6x41",0.163754655618634,0.216904678395584,0.619340665985782,6,41
"6x42",0.181929630075202,0.270096546547772,0.547973823377026,6,42
"6x43",0.246344467951758,0.236744208672981,0.516911323375262,6,43
"6x44",0.25030313363281,0.316398535704188,0.433298330663001,6,44
"6x45",0.222507330655966,0.218510093727002,0.558982575617032,6,45
"6x46",0.194634855908438,0.199932591022398,0.605432553069164,6,46
"6x47",0.219021391820987,0.267020601294463,0.51395800688455,6,47
"6x48",0.157893964166739,0.378295685885701,0.46381034994756,6,48
"6x49",0.188325919520698,0.318871723016684,0.492802357462618,6,49
"7x0",0.212514968111843,0.65752349068915,0.129961541199007,7,0
"7x1",0.167324846123781,0.621278100395101,0.211397053481118,7,1
"7x2",0.146730477151513,0.694301198498582,0.158968324349905,7,2
"7x3",0.177178784095371,0.698968232747306,0.123852983157324,7,3
"7x4",0.173358401461996,0.696744796983833,0.129896801554171,7,4
"7x5",0.109772195082,0.7359150297887,0.1543127751293,7,5
"7x6",0.135289722431903,0.722026379579821,0.142683897988277,7,6
"7x7",0.20304570126835,0.66950139993199,0.12745289879966,7,7
"7x8",0.129836787927517,0.743008431222537,0.127154780849946,7,8
"7x9",0.185298955720056,0.679436694760786,0.135264349519158,7,9
"7x10",0.179824368658823,0.689860190830721,0.130315440510455,7,10
"7x11",0.1777465393726,0.689902233607738,0.132351227019661,7,11
"7x12",0.207750040499253,0.642150941858214,0.150099017642532,7,12
"7x13",0.175985196046146,0.693781489577826,0.130233314376027,7,13
"7x14",0.151731435759017,0.739815415852378,0.108453148388605,7,14
"7x15",0.133095598970892,0.738161571017766,0.128742830011342,7,15
"7x16",0.180305883915277,0.691069178183134,0.128624937901589,7,16
"7x17",0.142745039294784,0.726233929505933,0.131021031199283,7,17
"7x18",0.190743543802961,0.685818438718252,0.123438017478787,7,18
"7x19",0.232599939712381,0.453784388721579,0.31361567156604,7,19
"7x20",0.317326103378626,0.51438190380585,0.168291992815524,7,20
"7x21",0.224117255262968,0.517276485243845,0.258606259493187,7,21
"7x22",0.133861977649023,0.492513845401345,0.373624176949633,7,22
"7x23",0.175685548304107,0.422609562311504,0.401704889384389,7,23
"7x24",0.164234957756943,0.551361963754894,0.284403078488164,7,24
"7x25",0.174265484102303,0.358949069332958,0.466785446564739,7,25
"7x26",0.104499601553789,0.344740572714395,0.550759825731816,7,26
"7x27",0.125412741309882,0.333132290469017,0.541454968221102,7,27
"7x28",0.0935953503271561,0.234281097451517,0.672123552221327,7,28
"7x29",0.161635997334583,0.227012398223446,0.611351604441971,7,29
"7x30",0.149971221272119,0.295949584736836,0.554079193991046,7,30
"7x31",0.174651188183855,0.384870821174042,0.440477990642104,7,31
"7x32",0.165695586271474,0.169531205593358,0.664773208135168,7,32
"7x33",0.0983276529670048,0.286733477243008,0.614938869789988,7,33
"7x34",0.25191537397363,0.123896395957199,0.624188230069171,7,34
"7x35",0.173841908508519,0.252217482584739,0.573940608906742,7,35
"7x36",0.162788924655904,0.296829317071951,0.540381758272145,7,36
"7x37",0.100706434800743,0.197391560789047,0.70190200441021,7,37
"7x38",0.195061518302943,0.132196890818625,0.672741590878432,7,38
"7x39",0.188879872437273,0.390055937837214,0.421064189725512,7,39
"7x40",0.327796001860181,0.148478168606004,0.523725829533816,7,40
"7x41",0.189962159739091,0.348748861882744,0.461288978378165,7,41
"7x42",0.145039458715516,0.293353940589593,0.561606600694891,7,42
"7x43",0.285122076107457,0.281141060927548,0.433736862964995,7,43
"7x44",0.243363524972366,0.288952547523754,0.46768392750388,7,44
"7x45",0.131152567246359,0.354918925524693,0.513928507228949,7,45
"7x46",0.110291549454134,0.171340202982958,0.718368247562908,7,46
"7x47",0.179826446696078,0.253588062354018,0.566585490949904,7,47
"7x48",0.343265049237126,0.246298810808301,0.410436139954573,7,48
"7x49",0.287471158744575,0.420098801371486,0.292430039883939,7,49
"8x0",0.160859838587082,0.713989414425579,0.12515074698734,8,0
"8x1",0.142441339767224,0.670795443364446,0.18676321686833,8,1
"8x2",0.0996337058734178,0.779127365250881,0.121238928875701,8,2
"8x3",0.232760848251441,0.647942140262765,0.119297011485793,8,3
"8x4",0.14127753240498,0.732548604510715,0.126173863084304,8,4
"8x5",0.165181295727736,0.717065769922622,0.117752934349642,8,5
"8x6",0.133226333595502,0.724600271557335,0.142173394847163,8,6
"8x7",0.15505708447228,0.718787634320383,0.126155281207337,8,7
"8x8",0.175737868465587,0.706237365999293,0.118024765535121,8,8
"8x9",0.194822193165557,0.668902394288114,0.136275412546329,8,9
"8x10",0.195784147108583,0.695175783401739,0.109040069489678,8,10
"8x11",0.140791597466899,0.722133887685071,0.13707451484803,8,11
"8x12",0.100968856836266,0.757535398537506,0.141495744626227,8,12
"8x13",0.101823298347245,0.754570644002645,0.14360605765011,8,13
"8x14",0.185626098706853,0.694288627277024,0.120085274016123,8,14
"8x15",0.14401119350851,0.724352300174369,0.131636506317121,8,15
"8x16",0.170094053729165,0.685901986729184,0.144003959541652,8,16
"8x17",0.167749060836123,0.701300513169263,0.130950425994614,8,17
"8x18",0.168693686346848,0.655568770624533,0.175737543028619,8,18
"8x19",0.130695913392989,0.549069041805654,0.320235044801358,8,19
"8x20",0.236598168945312,0.550716987704598,0.21268484335009,8,20
