,in_tissue,array_row,array_col,n_genes_by_counts,log1p_n_genes_by_counts,total_counts,log1p_total_counts,pct_counts_in_top_50_genes,pct_counts_in_top_100_genes,pct_counts_in_top_200_genes,pct_counts_in_top_500_genes,total_counts_mt,log1p_total_counts_mt,pct_counts_mt,n_counts,region_ind,E,M,S,B cells memory,B cells naive,Dendritic cells activated,Dendritic cells resting,Eosinophils,Macrophages M0,Macrophages M1,Macrophages M2,Mast cells activated,Mast cells resting,Monocytes,Neutrophils,NK cells activated,NK cells resting,Plasma cells,T cells CD4 memory activated,T cells CD4 memory resting,T cells regulatory (Tregs),T cells CD4 naive,T cells CD8,T cells follicular helper,T cells gamma delta,MixtureType
47x63,1,63,47,7679,8.946374826141717,58794.0,10.9818125,25.545123652073343,37.413681668197434,46.65612137292921,58.55189305031126,264.0,5.57973,0.4490254,58794.0,0,0.004718910928852093,0.9950025249301682,0.0002785641409797888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
61x33,1,33,61,6747,8.817001443665859,52063.0,10.8602295,30.259493306186734,44.77652075370225,54.45133780227801,65.41689875727485,402.0,5.9989367,0.77214146,52063.0,0,0.009170071540954438,0.9904107798897376,0.0004191485693080358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
71x43,1,43,71,6064,8.71028982137815,33109.0,10.407591,27.43060799178471,40.65057839258208,50.2250143465523,61.696215530520405,346.0,5.8493247,1.0450331,33109.0,0,0.011215597431120577,0.9758367815437009,0.012947621025178525,0.1,0.0,0.0,0.6,0.0,0.0,0.1,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
59x49,1,49,59,5916,8.685584842676693,47711.0,10.772938,32.98191192806691,48.990798767579804,58.62170149441429,70.14524952317076,151.0,5.0238805,0.31648886,47711.0,isolated,0.0004125116369446182,0.9991749767263964,0.00041251163665893397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
31x41,1,41,31,1585,7.368970402194793,2953.0,7.9909153,23.230612935997293,33.99932272265493,45.411445987131735,63.2577040298002,86.0,4.465908,2.9122927,2953.0,1,0.059693872465325704,0.20090709719969643,0.7393990303349778,5.3,0.0,0.0,8.5,0.0,0.0,0.0,0.0,29.2,0.0,5.8,0.0,11.0,0.0,0.0,0.0,0.0,5.1,3.4,3.1,0.0,2.4,Stroma
62x34,1,34,62,7267,8.891236429516061,53637.0,10.890013,26.133079777019596,38.75682830881668,47.93146521990417,59.75166396330891,409.0,6.016157,0.7625333,53637.0,0,0.006475762071486682,0.9932584071978124,0.00026583073070075386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
75x61,1,61,75,1207,7.0967213784947605,2278.0,7.731492,25.636523266022827,37.92800702370501,50.39508340649693,68.9640035118525,75.0,4.3307333,3.2923617,2278.0,1,0.000319289695625802,0.25748046961286,0.7422002406915141,0.0,13.5,5.9,0.0,0.0,5.9,3.1,12.8,1.4,3.9,0.0,7.4,0.0,2.6,0.0,2.2,0.0,0.0,2.9,5.0,4.6,3.0,Stroma
79x57,1,57,79,1242,7.1252830915107115,2483.0,7.8176255,27.668143374949654,40.9987917841321,53.12122432541281,70.11679420056383,76.0,4.3438053,3.0608137,2483.0,1,0.000364768141973734,0.1894063742132128,0.8102288576448136,0.0,16.9,2.7,1.7,2.1,1.1,5.4,5.1,2.7,0.0,0.0,4.7,0.0,4.1,0.0,6.6,0.0,4.7,0.0,19.0,0.0,4.2,Stroma
60x52,1,52,60,3496,8.159660737063376,12497.0,9.433324,29.455069216611985,43.67448187565016,54.00496119068576,66.21589181403536,104.0,4.65396,0.83219975,12497.0,0,0.0006360661418052161,0.8845625868450468,0.114801347013148,0.8,0.0,0.0,0.0,0.6,0.8,0.5,0.7,2.7,0.0,0.0,0.0,0.0,1.7,0.0,0.0,2.3,0.8,0.0,0.5,0.0,0.0,MS Mixture
55x53,1,53,55,6775,8.821142236331891,58675.0,10.979786,30.93651469961653,44.81976991904559,54.742224115892625,66.2172986791649,153.0,5.0369525,0.26075843,58675.0,0,0.005834130245836731,0.988727453281014,0.0054384164731492894,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,Pure Mes.
77x49,1,49,77,2993,8.004365564979574,8907.0,9.094705,25.94588525878522,39.49702481194566,50.01684068710003,63.29852924665993,158.0,5.0689044,1.7738856,8907.0,isolated,0.00039303221892646406,0.9069233224491098,0.0926836453319637,2.6,0.0,0.4,0.1,0.0,0.3,0.1,1.6,0.4,0.2,0.0,0.9,0.0,0.9,0.6,0.1,0.0,0.1,0.0,0.4,0.2,0.3,Pure Mes.
11x61,1,61,11,5009,8.51919119407891,19517.0,9.879092,23.27201926525593,35.082235999385155,45.05815442947174,57.98022237024133,354.0,5.872118,1.8138034,19517.0,0,0.006713967594196903,0.9345321312134061,0.05875390119239697,0.7,0.0,0.0,0.7,0.5,0.4,0.9,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,Pure Mes.
25x47,1,47,25,1433,7.2682230211595655,2776.0,7.9291267,25.504322766570603,37.10374639769453,48.63112391930836,66.39048991354467,94.0,4.553877,3.386167,2776.0,1,0.006741426637813932,0.7032803887293242,0.28997818463286196,2.8,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.4,0.0,3.5,0.6,0.0,3.9,0.2,0.0,8.7,0.0,0.0,0.0,1.9,0.1,MS Mixture
13x71,1,71,13,6580,8.791941988456118,36898.0,10.51594,25.48647623177408,37.809637378719714,47.311507398775,59.28234592660849,693.0,6.542472,1.8781506,36898.0,0,0.0002942088599977765,0.9964884539248635,0.0032173372151387595,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
32x70,1,70,32,7168,8.877521453852872,48800.0,10.7955065,25.62295081967213,37.786885245901644,47.618852459016395,59.79098360655738,312.0,5.7462034,0.6393442,48800.0,0,0.0025678268613591676,0.9972351658985178,0.00019700724012303907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
67x33,1,33,67,5455,8.604471199523298,25493.0,10.146198,26.375867885301847,38.93617855882007,48.55058251284666,60.80884948809477,298.0,5.7004437,1.1689483,25493.0,0,0.010163439944590435,0.9892596995444546,0.0005768605109549842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
97x41,1,41,97,5380,8.59062950948942,21941.0,9.996158,22.464791942026345,34.26917642769245,44.22770156328335,57.089467207511056,349.0,5.857933,1.5906295,21941.0,0,0.0005476705216686858,0.9169491849896702,0.08250314448866114,0.5,0.0,0.0,1.2,0.0,0.0,1.2,0.0,1.2,0.0,2.5,0.0,0.2,0.0,0.3,0.6,0.4,0.0,0.0,0.1,0.0,0.0,Pure Mes.
4x52,1,52,4,1580,7.3658128372094716,3205.0,8.07278,25.023400936037444,36.848673946957874,48.42433697347894,66.30265210608425,78.0,4.3694477,2.4336972,3205.0,1,0.0013026524459799158,0.7555309523789533,0.24316639517506672,6.0,0.0,0.9,0.0,0.7,0.0,0.6,2.9,1.9,0.0,1.1,0.0,0.0,2.7,1.4,0.0,0.0,0.1,2.4,3.5,0.0,0.0,MS Mixture
63x17,1,17,63,1043,6.950814768442584,1980.0,7.591357,27.979797979797983,40.55555555555556,53.13131313131313,72.57575757575758,85.0,4.454347,4.292929,1980.0,isolated,0.0006978725137717633,0.530858107587343,0.4684440198988853,0.0,4.6,0.8,4.9,0.0,0.0,0.8,0.0,0.0,5.1,5.5,3.0,4.5,0.0,1.1,0.0,9.7,0.0,0.0,0.5,3.5,2.8,MS Mixture
69x41,1,41,69,6054,8.708639655987193,32454.0,10.3876095,25.48222098970851,37.75189498983176,47.20527515868614,59.64441979417021,420.0,6.042633,1.2941394,32454.0,0,0.020784989813137925,0.9786806784880733,0.000534331698788833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
39x39,1,39,39,1470,7.293697720601438,2794.0,7.9355874,24.409448818897637,35.57623478883322,47.42304939155333,65.28274874731568,80.0,4.394449,2.8632784,2794.0,1,0.056900589587680586,0.3995606058741176,0.5435388045382019,0.8,0.0,2.1,0.0,3.3,0.2,0.0,2.5,0.0,6.9,0.0,4.5,5.9,0.0,8.3,0.0,0.0,3.8,8.5,2.9,0.7,3.9,Stroma
13x19,1,19,13,1038,6.946013991099227,1647.0,7.4073176,22.343655130540377,33.27261687917426,46.75166970248937,67.33454766241651,26.0,3.295837,1.578628,1647.0,1,0.17290909998528964,0.00030417615616197313,0.8267867238585485,0.0,17.5,2.7,7.8,0.5,5.9,2.3,0.0,0.0,8.7,0.0,8.3,8.8,0.0,4.1,1.4,0.0,0.0,0.0,6.9,7.8,0.0,Stroma
44x60,1,60,44,7200,8.881975184248867,52891.0,10.876007,27.070768183622924,39.420695392410806,48.75498667070012,60.47531716170993,167.0,5.123964,0.3157437,52891.0,0,0.009335711053677248,0.9902097604822679,0.0004545284640548214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
17x63,1,63,17,7533,8.927181388251986,59001.0,10.985327,26.608023592820462,39.416281079981694,49.28221555566854,61.08201555905832,414.0,6.0282784,0.70168304,59001.0,0,0.003038459774655427,0.9966505083172144,0.0003110319081302138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
41x25,1,25,41,1338,7.199678345691172,2331.0,7.7544813,23.766623766623766,33.37623337623338,45.173745173745175,64.04976404976405,52.0,3.9702919,2.230802,2331.0,1,0.2693690916574982,0.00017328469403439165,0.7304576236484673,0.0,0.0,2.9,4.7,0.0,8.3,1.2,0.0,0.0,7.5,15.6,0.0,12.2,0.0,1.1,0.0,9.2,0.0,0.0,4.0,6.1,0.2,Stroma
56x60,1,60,56,6097,8.7157161275482,47884.0,10.776558,32.1213766602623,47.66727925820734,57.62676468131317,69.23189374321277,170.0,5.1416636,0.35502464,47884.0,0,0.0005121803845842362,0.9702251567992561,0.02926266281615961,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.1,1.8,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0,Pure Mes.
22x64,1,64,22,7414,8.911260254572033,52447.0,10.867578,25.95763342040536,38.118481514671956,47.25341773600015,59.162583179209484,312.0,5.7462034,0.59488624,52447.0,0,0.000397101444182927,0.8669669024873792,0.13263599606843787,0.0,0.0,0.0,1.3,1.2,0.6,4.3,0.0,0.0,0.0,1.1,0.0,0.0,2.5,0.1,0.0,2.0,0.0,0.0,0.2,0.0,0.0,MS Mixture
74x14,1,14,74,1101,7.00488198971286,1924.0,7.562681,24.68814968814969,36.486486486486484,48.85654885654886,68.76299376299376,27.0,3.3322046,1.4033264,1924.0,6,0.00020982811319962994,0.9148025003752901,0.08498767151151031,0.3,0.0,0.3,0.9,0.2,0.0,0.0,0.0,3.8,0.0,1.2,0.0,0.4,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.6,0.2,Pure Mes.
41x59,1,59,41,7686,8.947285869349132,59842.0,10.999479,26.0586210353932,38.115370475585706,47.222686407539854,59.19922462484543,191.0,5.2574954,0.3191738,59842.0,0,0.0036474900439221495,0.9960585369095075,0.00029397304657034345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
86x60,1,60,86,1882,7.5406215286571525,3841.0,8.253748,21.47878156730018,32.829992189533975,44.70190054673262,61.98906534756574,60.0,4.1108737,1.5620933,3841.0,1,0.0005775898115079076,0.00057758981150695,0.9988448203769851,0.0,5.6,0.0,45.2,0.0,2.5,3.3,0.0,6.4,0.0,2.0,0.0,0.0,7.9,2.1,0.1,21.1,3.4,0.0,0.1,0.0,0.0,Stroma
69x25,1,25,69,2539,7.8399193600125825,5744.0,8.656085,23.172005571030642,33.9658774373259,44.15041782729805,58.6525069637883,123.0,4.8202815,2.1413648,5744.0,1,0.0004997361648186838,0.882452622913926,0.11704764092125526,0.0,1.5,0.0,0.5,0.0,0.0,0.9,1.2,1.2,0.0,0.0,1.2,0.0,0.8,0.0,0.0,2.6,0.0,0.0,0.9,0.9,0.0,MS Mixture
17x67,1,67,17,4349,8.37793112408273,15283.0,9.634562,23.993980239481775,36.11201989138258,45.91376038735851,59.09834456585749,297.0,5.6970935,1.9433357,15283.0,0,0.0003808117338478387,0.9542172585202027,0.04540192974594942,0.0,0.0,0.2,0.4,0.0,0.1,0.3,0.0,0.3,0.0,1.2,0.0,0.0,0.4,0.4,0.0,1.2,0.1,0.0,0.0,0.0,0.0,Pure Mes.
29x63,1,63,29,7151,8.87514731685335,52321.0,10.865172,29.145085147455134,42.15324630645439,51.52424456719099,62.56761147531584,446.0,6.1025586,0.85243016,52321.0,0,0.012061897181241711,0.9875055554322669,0.00043254738649136797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
17x47,1,47,17,1506,7.317876198626496,3118.0,8.045268,26.940346375881973,39.127645926876205,50.89801154586273,67.73572803078896,158.0,5.0689044,5.067351,3118.0,1,0.0005633864237764379,0.4815530849320168,0.5178835286442067,10.1,0.0,0.4,4.1,0.0,0.0,1.7,5.0,0.0,3.6,1.1,0.0,3.0,0.0,2.6,6.7,0.0,0.0,9.2,2.9,1.4,0.0,Stroma
69x57,1,57,69,3401,8.132118772955806,11888.0,9.3833685,25.588829071332437,37.23082099596232,49.44481830417227,63.86271870794078,179.0,5.192957,1.50572,11888.0,isolated,0.0003656230553285455,0.4171635730785461,0.5824708038661253,3.6,0.0,0.0,22.2,0.0,0.0,1.3,0.0,8.4,0.0,9.8,0.0,0.0,5.8,0.6,0.0,6.4,0.0,0.0,0.1,0.0,0.0,Stroma
70x48,1,48,70,2738,7.915348169263078,6969.0,8.849371,25.125556033864253,37.60941311522457,47.524752475247524,61.515281962978904,168.0,5.1298985,2.4106758,6969.0,1,0.000570976200740303,0.7907714922966422,0.2086575315026175,2.3,0.0,0.5,1.5,0.0,1.9,0.8,0.0,0.0,3.4,2.4,0.2,1.1,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.6,0.1,MS Mixture
10x18,1,18,10,1053,6.960347729101308,1625.0,7.3938785,23.138461538461538,33.292307692307695,45.90769230769231,65.96923076923076,28.0,3.3672957,1.7230769,1625.0,1,0.00018038251957960778,0.04213313007136148,0.9576864874090589,0.0,16.8,0.4,13.2,1.6,1.0,0.0,11.2,0.0,5.0,0.0,1.4,3.8,0.0,9.5,12.3,1.6,0.0,0.0,4.0,7.2,6.8,Stroma
23x49,1,49,23,2365,7.768956044538332,5441.0,8.601902,23.543466274581878,34.86491453776879,45.579856643999264,60.59547877228451,155.0,5.049856,2.848741,5441.0,1,0.00041221863177107394,0.7719946411869414,0.22759314018128754,4.9,0.0,0.4,2.8,0.0,0.0,0.9,2.5,0.0,1.3,0.0,1.6,1.5,0.0,0.4,0.6,0.9,0.0,0.0,1.6,1.8,1.6,MS Mixture
78x36,1,36,78,7200,8.881975184248867,54955.0,10.9142885,29.46956600855245,42.63124374488218,51.58948230370303,62.65307979255754,155.0,5.049856,0.28204894,54955.0,0,0.0035725072788020933,0.9961498156428747,0.0002776770783231646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
78x42,1,42,78,6749,8.817297783866575,54496.0,10.905901,33.02077216676453,48.41089254257193,57.56018790369936,67.8490164415737,177.0,5.1817837,0.3247945,54496.0,0,0.002640521159277525,0.9968790001850376,0.00048047865568486464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
70x36,1,36,70,5801,8.665957964681349,28750.0,10.266428,26.998260869565215,39.80869565217392,49.05391304347826,60.82782608695653,347.0,5.8522024,1.2069565,28750.0,0,0.00990883426741291,0.9896811561296042,0.0004100096029830512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
93x57,1,57,93,1536,7.337587743538596,2873.0,7.96346,23.703445875391576,34.14549251653324,46.0146188652976,63.94013226592412,93.0,4.543295,3.2370343,2873.0,1,0.00028898871994262836,0.00028898871994262836,0.9994220225601147,0.0,3.0,0.3,0.0,0.0,9.0,1.3,9.8,64.7,0.0,0.0,1.3,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.8,2.9,2.3,Stroma
83x47,1,47,83,6891,8.83811659764782,46874.0,10.7552395,26.49656526005888,39.416307547894355,48.99944532150019,61.07010282886035,447.0,6.104793,0.9536203,46874.0,0,0.00020816262085012586,0.9995836747582737,0.00020816262087617666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
30x68,1,68,30,7059,8.862200330487287,48842.0,10.796367,25.246713893779944,37.59674051021661,47.56561975349084,60.048728553294296,463.0,6.1398845,0.9479546,48842.0,0,0.012173844505515116,0.9873977525852549,0.0004284029092300889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
9x53,1,53,9,1630,7.396948602621014,3195.0,8.069655,23.161189358372457,34.39749608763693,45.94679186228482,64.63223787167449,64.0,4.1743875,2.00313,3195.0,1,0.0005392752625290076,0.7285338289486987,0.27092689578877244,0.0,0.0,0.9,2.0,0.4,1.5,0.9,0.0,0.0,0.8,0.2,1.7,1.9,0.0,3.1,0.7,0.0,1.7,1.5,9.2,0.5,0.0,MS Mixture
78x30,1,30,78,5430,8.599878558034845,24738.0,10.116137,25.81453634085213,38.56819468024901,48.237529307138814,60.29185867895546,403.0,6.001415,1.6290727,24738.0,0,0.0005332671390770889,0.9844658218661229,0.015000910994799988,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.3,0.0,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,Pure Mes.
39x27,1,27,39,1601,7.379008127628304,2928.0,7.982416,22.950819672131146,32.95765027322404,44.15983606557377,62.39754098360656,88.0,4.4886365,3.0054646,2928.0,1,0.3592341999506706,0.000261194590387896,0.6405046054589414,0.0,6.3,2.2,0.0,0.0,9.7,1.6,8.8,4.4,0.0,0.0,6.3,0.0,0.6,0.0,0.0,12.0,0.0,0.0,0.0,9.1,3.1,Stroma
55x33,1,33,55,3429,8.140315540159985,9494.0,9.158521,22.466821150200126,34.51653676005898,44.65978512744891,58.60543501158626,185.0,5.2257466,1.9485991,9494.0,isolated,0.008458578427098472,0.8773866090740655,0.11415481249883602,1.1,0.0,0.0,1.0,0.0,0.3,1.1,0.0,0.0,1.1,1.6,0.0,0.9,0.0,0.4,0.4,1.9,0.0,0.0,1.0,0.5,0.0,MS Mixture
64x30,1,30,64,6463,8.774003600200931,34616.0,10.4521,23.411139357522533,35.09359833602958,44.72498266697481,56.89276635082044,293.0,5.68358,0.84642935,34616.0,0,0.00430752807278385,0.9951138256087223,0.0005786463184938441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
78x58,1,58,78,1506,7.317876198626496,2987.0,8.002359,25.30967525945765,37.12755272849012,49.04586541680616,66.32072313357884,90.0,4.5108595,3.0130565,2987.0,1,0.00046938915943292944,0.4741729684850419,0.5253576423555252,0.0,0.9,0.0,10.0,0.0,0.0,1.6,0.0,2.4,0.0,18.2,0.0,0.0,5.4,1.5,0.0,6.9,0.0,0.0,0.0,5.5,0.0,Stroma
90x36,1,36,90,7478,8.919854372191667,54995.0,10.915016,27.015183198472588,39.53632148377125,48.7735248658969,60.16365124102191,436.0,6.079933,0.79279935,54995.0,0,0.014271875786936757,0.9854542165628167,0.00027390765024643324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
52x38,1,38,52,1388,7.236339342754344,2576.0,7.854381,25.19409937888199,36.56832298136646,47.98136645962733,65.527950310559,70.0,4.26268,2.7173913,2576.0,1,0.00039505564527603487,0.3760810186155535,0.6235239257391705,0.0,12.9,0.0,9.7,0.0,0.0,2.1,0.0,0.0,4.3,0.0,5.3,2.3,0.0,3.2,1.8,15.1,0.5,0.0,0.0,3.2,2.0,Stroma
90x46,1,46,90,7055,8.861633597686627,46356.0,10.744127,25.61912158080939,38.03606868582276,47.60548796272327,59.64923634480973,528.0,6.2709885,1.1390111,46356.0,0,0.0001994883609219589,0.9996010232781658,0.00019948836091231566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
81x51,1,51,81,2464,7.80994708647679,5802.0,8.66613,24.095139607032056,36.177180282661155,46.570148224750085,61.099620820406756,136.0,4.919981,2.3440194,5802.0,1,0.0004582366934125569,0.6524839808345652,0.34705778247202224,1.9,0.0,0.0,7.4,0.0,1.9,1.4,0.0,1.1,0.0,8.9,0.0,0.0,1.6,0.0,1.4,7.9,0.0,0.0,0.0,0.0,1.3,MS Mixture
3x57,1,57,3,2299,7.7406644019172415,4985.0,8.514389,23.37011033099298,34.322968906720156,44.47342026078235,59.61885656970912,101.0,4.624973,2.0260782,4985.0,1,0.0025217511051153305,0.7816863834198821,0.2157918654750026,3.4,0.0,0.3,0.5,0.0,0.0,1.4,1.1,0.0,2.6,2.2,0.6,3.0,0.0,0.4,0.0,0.0,1.6,1.7,1.2,0.5,1.0,MS Mixture
85x61,1,61,85,1773,7.480992162869525,3282.0,8.096513,20.810481413772088,32.053625837903716,42.93113954905545,61.21267519804997,56.0,4.0430512,1.7062767,3282.0,1,0.0003375175169128753,0.00033751751691260876,0.9993249649661746,15.1,0.0,0.6,22.0,1.2,0.0,2.1,0.0,16.9,0.0,7.7,0.0,0.0,15.8,0.0,0.0,10.8,0.0,0.0,1.8,6.0,0.0,Stroma
75x27,1,27,75,7604,8.936561204693394,61616.0,11.028693,25.97052713580888,38.74967540898468,48.51824201506103,60.507011165930926,333.0,5.811141,0.540444,61616.0,0,0.0096511557237535,0.9900933440926352,0.0002555001836112164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
72x42,1,42,72,6698,8.809713540508268,40982.0,10.620913,25.760089795519985,37.816602410814504,47.50378214826021,59.53589380703723,261.0,5.5683446,0.63686496,40982.0,0,0.012890963964840978,0.986735629124138,0.0003734069110210604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
62x28,1,28,62,4155,8.332308352219117,13831.0,9.53474,22.688164268671823,34.80587086978527,45.03651218277781,58.477333526136945,200.0,5.3033047,1.446027,13831.0,0,0.06906845312979211,0.8240112650804832,0.10692028178972487,1.1,0.0,0.0,2.5,0.0,0.1,0.2,0.0,1.4,0.0,0.0,0.8,0.0,0.9,0.0,0.4,2.4,0.3,0.0,0.0,0.0,0.5,MS Mixture
13x61,1,61,13,4752,8.46653127661401,18579.0,9.829841,24.323160557618817,36.19678131223424,46.25652618547823,59.2981322999085,367.0,5.908083,1.9753486,18579.0,0,0.00039323229874669,0.9857744418834444,0.013832325817808784,0.0,0.0,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
9x61,1,61,9,5456,8.604654467186233,23506.0,10.065054,23.26214583510593,34.48906662128818,44.46098868374032,57.53850080830426,431.0,6.0684257,1.8335745,23506.0,0,0.0004552088369331425,0.7971806724032359,0.2023641187598309,0.2,0.0,0.0,5.1,2.3,0.0,1.6,0.0,3.5,0.0,2.2,0.0,0.0,0.7,0.0,0.0,4.4,0.3,0.0,0.0,0.0,0.0,MS Mixture
73x27,1,27,73,7291,8.894533135798554,48068.0,10.780393,23.33985187650828,34.89015561288175,44.63260381126737,56.87775651160856,266.0,5.587249,0.5533827,48068.0,0,0.00889531047868667,0.990853805661235,0.00025088386007830646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
88x38,1,38,88,1037,6.945051063725834,2073.0,7.637234,31.74143753014954,45.20019295706705,57.3082489146165,74.09551374819102,27.0,3.3322046,1.3024602,2073.0,isolated,0.00040708357908055535,0.9991858328418415,0.00040708357907795343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
14x52,1,52,14,1697,7.437206366871292,3169.0,8.061487,23.067213632060586,33.606816030293466,44.55664247396655,62.22783212369832,96.0,4.574711,3.029347,3169.0,1,0.0004883523494479803,0.38653713885130747,0.6129745087992445,14.0,0.0,0.0,0.0,0.0,0.0,3.1,3.2,0.0,6.8,0.0,5.2,3.3,0.0,6.1,3.7,0.0,1.1,8.8,2.7,0.0,3.3,Stroma
44x42,1,42,44,2105,7.652545692693921,4599.0,8.433811,25.63600782778865,37.0515329419439,47.42335290280496,62.448358338769296,148.0,5.0039463,3.218091,4599.0,1,0.000585393187257601,0.5569331900816124,0.4424814167311299,1.4,0.0,0.7,1.2,0.0,0.9,0.7,4.6,0.0,6.3,0.0,4.3,4.9,0.0,2.5,4.9,0.0,0.7,2.0,8.2,0.9,0.0,MS Mixture
